|time|mat_size|power|num_th|blk_size
825|3.29|512|5|1|4.0
826|2.94|512|5|1|8.0
827|3.06|512|5|1|16.0
828|2.96|512|5|1|32.0
829|2.98|512|5|1|64.0
830|1.95|512|5|2|4.0
831|1.77|512|5|2|8.0
832|1.82|512|5|2|16.0
833|1.76|512|5|2|32.0
834|1.81|512|5|2|64.0
835|1.51|512|5|4|4.0
836|1.23|512|5|4|8.0
837|1.22|512|5|4|16.0
838|1.23|512|5|4|32.0
839|1.22|512|5|4|64.0
840|1.93|512|5|8|4.0
841|1.22|512|5|8|8.0
842|0.79|512|5|8|16.0
843|0.66|512|5|8|32.0
844|0.66|512|5|8|64.0
845|2.78|512|5|16|4.0
846|1.31|512|5|16|8.0
847|0.84|512|5|16|16.0
848|0.67|512|5|16|32.0
849|0.66|512|5|16|64.0
850|3.92|512|6|1|4.0
851|3.52|512|6|1|8.0
852|3.65|512|6|1|16.0
853|3.5|512|6|1|32.0
854|3.58|512|6|1|64.0
855|1.98|512|6|2|4.0
856|1.79|512|6|2|8.0
857|1.86|512|6|2|16.0
858|1.8|512|6|2|32.0
859|1.85|512|6|2|64.0
860|1.36|512|6|4|4.0
861|1.64|512|6|4|8.0
862|1.31|512|6|4|16.0
863|1.23|512|6|4|32.0
864|1.25|512|6|4|64.0
865|0.94|512|6|8|4.0
866|1.29|512|6|8|8.0
867|0.83|512|6|8|16.0
868|0.66|512|6|8|32.0
869|0.66|512|6|8|64.0
870|3.2|512|6|16|4.0
871|1.37|512|6|16|8.0
872|0.85|512|6|16|16.0
873|0.66|512|6|16|32.0
874|0.65|512|6|16|64.0
875|4.58|512|7|1|4.0
876|4.12|512|7|1|8.0
877|4.28|512|7|1|16.0
878|4.16|512|7|1|32.0
879|4.2|512|7|1|64.0
880|2.64|512|7|2|4.0
881|2.37|512|7|2|8.0
882|2.47|512|7|2|16.0
883|2.39|512|7|2|32.0
884|2.41|512|7|2|64.0
885|2.62|512|7|4|4.0
886|1.76|512|7|4|8.0
887|1.29|512|7|4|16.0
888|1.25|512|7|4|32.0
889|1.24|512|7|4|64.0
890|2.8|512|7|8|4.0
891|1.33|512|7|8|8.0
892|0.84|512|7|8|16.0
893|0.67|512|7|8|32.0
894|0.65|512|7|8|64.0
895|2.95|512|7|16|4.0
896|1.29|512|7|16|8.0
897|0.82|512|7|16|16.0
898|0.67|512|7|16|32.0
899|0.66|512|7|16|64.0
900|5.24|512|8|1|4.0
901|4.7|512|8|1|8.0
902|4.86|512|8|1|16.0
903|4.73|512|8|1|32.0
904|4.81|512|8|1|64.0
905|2.67|512|8|2|4.0
906|2.34|512|8|2|8.0
907|2.45|512|8|2|16.0
908|2.37|512|8|2|32.0
909|2.43|512|8|2|64.0
910|1.79|512|8|4|4.0
911|1.25|512|8|4|8.0
912|1.32|512|8|4|16.0
913|1.26|512|8|4|32.0
914|1.26|512|8|4|64.0
915|3.33|512|8|8|4.0
916|1.34|512|8|8|8.0
917|0.85|512|8|8|16.0
918|0.7|512|8|8|32.0
919|0.67|512|8|8|64.0
920|1.48|512|8|16|4.0
921|1.39|512|8|16|8.0
922|0.85|512|8|16|16.0
923|0.7|512|8|16|32.0
924|0.67|512|8|16|64.0
925|5.92|512|9|1|4.0
926|5.29|512|9|1|8.0
927|5.52|512|9|1|16.0
928|5.33|512|9|1|32.0
929|5.41|512|9|1|64.0
930|3.28|512|9|2|4.0
931|2.9|512|9|2|8.0
932|3.02|512|9|2|16.0
933|2.93|512|9|2|32.0
934|3.04|512|9|2|64.0
935|1.99|512|9|4|4.0
936|2.78|512|9|4|8.0
937|1.92|512|9|4|16.0
938|1.78|512|9|4|32.0
939|1.8|512|9|4|64.0
940|2.06|512|9|8|4.0
941|1.3|512|9|8|8.0
942|1.32|512|9|8|16.0
943|1.22|512|9|8|32.0
944|1.27|512|9|8|64.0
945|2.62|512|9|16|4.0
946|0.94|512|9|16|8.0
947|0.85|512|9|16|16.0
948|0.68|512|9|16|32.0
949|0.68|512|9|16|64.0
950|6.56|512|10|1|4.0
951|5.84|512|10|1|8.0
952|6.12|512|10|1|16.0
953|5.94|512|10|1|32.0
954|6.01|512|10|1|64.0
955|3.3|512|10|2|4.0
956|2.92|512|10|2|8.0
957|3.04|512|10|2|16.0
958|2.95|512|10|2|32.0
959|3.02|512|10|2|64.0
960|3.31|512|10|4|4.0
961|1.87|512|10|4|8.0
962|1.9|512|10|4|16.0
963|1.82|512|10|4|32.0
964|1.85|512|10|4|64.0
965|2.27|512|10|8|4.0
966|1.7|512|10|8|8.0
967|1.47|512|10|8|16.0
968|1.32|512|10|8|32.0
969|1.27|512|10|8|64.0
970|0.82|512|10|16|4.0
971|1.33|512|10|16|8.0
972|0.85|512|10|16|16.0
973|0.7|512|10|16|32.0
974|0.67|512|10|16|64.0
975|7.2|512|11|1|4.0
976|6.45|512|11|1|8.0
977|6.7|512|11|1|16.0
978|6.52|512|11|1|32.0
979|6.59|512|11|1|64.0
980|3.93|512|11|2|4.0
981|3.5|512|11|2|8.0
982|3.66|512|11|2|16.0
983|3.52|512|11|2|32.0
984|3.64|512|11|2|64.0
985|4.03|512|11|4|4.0
986|3.15|512|11|4|8.0
987|1.93|512|11|4|16.0
988|1.87|512|11|4|32.0
989|1.88|512|11|4|64.0
990|3.27|512|11|8|4.0
991|1.85|512|11|8|8.0
992|1.46|512|11|8|16.0
993|1.25|512|11|8|32.0
994|1.28|512|11|8|64.0
995|2.76|512|11|16|4.0
996|1.3|512|11|16|8.0
997|0.87|512|11|16|16.0
998|0.68|512|11|16|32.0
999|0.67|512|11|16|64.0
1000|7.9|512|12|1|4.0
1001|7.01|512|12|1|8.0
1002|7.33|512|12|1|16.0
1003|7.12|512|12|1|32.0
1004|7.22|512|12|1|64.0
1005|3.94|512|12|2|4.0
1006|3.65|512|12|2|8.0
1007|3.71|512|12|2|16.0
1008|3.58|512|12|2|32.0
1009|3.69|512|12|2|64.0
1010|5.58|512|12|4|4.0
1011|2.0|512|12|4|8.0
1012|1.98|512|12|4|16.0
1013|1.9|512|12|4|32.0
1014|1.92|512|12|4|64.0
1015|2.82|512|12|8|4.0
1016|2.05|512|12|8|8.0
1017|1.33|512|12|8|16.0
1018|1.32|512|12|8|32.0
1019|1.31|512|12|8|64.0
1020|1.04|512|12|16|4.0
1021|1.46|512|12|16|8.0
1022|0.8|512|12|16|16.0
1023|0.68|512|12|16|32.0
1024|0.67|512|12|16|64.0
1025|8.63|512|13|1|4.0
1026|7.68|512|13|1|8.0
1027|7.99|512|13|1|16.0
1028|7.91|512|13|1|32.0
1029|7.82|512|13|1|64.0
1030|4.58|512|13|2|4.0
1031|4.09|512|13|2|8.0
1032|4.32|512|13|2|16.0
1033|4.11|512|13|2|32.0
1034|4.23|512|13|2|64.0
1035|2.72|512|13|4|4.0
1036|3.58|512|13|4|8.0
1037|2.45|512|13|4|16.0
1038|2.42|512|13|4|32.0
1039|2.49|512|13|4|64.0
1040|3.35|512|13|8|4.0
1041|1.97|512|13|8|8.0
1042|1.67|512|13|8|16.0
1043|1.31|512|13|8|32.0
1044|1.31|512|13|8|64.0
1045|1.24|512|13|16|4.0
1046|1.42|512|13|16|8.0
1047|0.88|512|13|16|16.0
1048|0.71|512|13|16|32.0
1049|0.67|512|13|16|64.0
1050|9.24|512|14|1|4.0
1051|8.21|512|14|1|8.0
1052|8.56|512|14|1|16.0
1053|8.32|512|14|1|32.0
1054|8.43|512|14|1|64.0
1055|4.63|512|14|2|4.0
1056|4.11|512|14|2|8.0
1057|4.31|512|14|2|16.0
1058|4.22|512|14|2|32.0
1059|4.26|512|14|2|64.0
1060|3.14|512|14|4|4.0
1061|2.73|512|14|4|8.0
1062|2.57|512|14|4|16.0
1063|2.49|512|14|4|32.0
1064|2.48|512|14|4|64.0
1065|2.18|512|14|8|4.0
1066|2.59|512|14|8|8.0
1067|1.66|512|14|8|16.0
1068|1.35|512|14|8|32.0
1069|1.31|512|14|8|64.0
1070|2.53|512|14|16|4.0
1071|1.26|512|14|16|8.0
1072|0.89|512|14|16|16.0
1073|0.69|512|14|16|32.0
1074|0.67|512|14|16|64.0
1075|10.0|512|15|1|4.0
1076|8.85|512|15|1|8.0
1077|9.21|512|15|1|16.0
1078|9.02|512|15|1|32.0
1079|9.03|512|15|1|64.0
1080|5.24|512|15|2|4.0
1081|4.68|512|15|2|8.0
1082|4.88|512|15|2|16.0
1083|4.75|512|15|2|32.0
1084|4.86|512|15|2|64.0
1085|3.19|512|15|4|4.0
1086|3.11|512|15|4|8.0
1087|2.68|512|15|4|16.0
1088|2.52|512|15|4|32.0
1089|2.53|512|15|4|64.0
1090|1.98|512|15|8|4.0
1091|1.81|512|15|8|8.0
1092|1.71|512|15|8|16.0
1093|1.37|512|15|8|32.0
1094|1.33|512|15|8|64.0
1095|1.17|512|15|16|4.0
1096|1.49|512|15|16|8.0
1097|0.89|512|15|16|16.0
1098|0.69|512|15|16|32.0
1099|0.68|512|15|16|64.0
1100|10.55|512|16|1|4.0
1101|9.37|512|16|1|8.0
1102|9.8|512|16|1|16.0
1103|9.51|512|16|1|32.0
1104|9.66|512|16|1|64.0
1105|5.3|512|16|2|4.0
1106|4.78|512|16|2|8.0
1107|4.95|512|16|2|16.0
1108|4.74|512|16|2|32.0
1109|4.86|512|16|2|64.0
1110|5.0|512|16|4|4.0
1111|2.58|512|16|4|8.0
1112|2.59|512|16|4|16.0
1113|2.54|512|16|4|32.0
1114|2.58|512|16|4|64.0
1115|1.95|512|16|8|4.0
1116|2.52|512|16|8|8.0
1117|1.58|512|16|8|16.0
1118|1.35|512|16|8|32.0
1119|1.32|512|16|8|64.0
1120|1.07|512|16|16|4.0
1121|1.51|512|16|16|8.0
1122|0.88|512|16|16|16.0
1123|0.69|512|16|16|32.0
1124|0.68|512|16|16|6.0
